epoch,accuracy,loss,val_accuracy,val_loss
32,0.5580430030822754,1.1622234582901,0.561019778251648,1.2007969617843628
33,0.65625,1.1800721883773804,0.5601838827133179,1.204094409942627
34,0.5615301728248596,1.1597340106964111,0.5796879529953003,1.1483937501907349
35,0.53125,1.323428988456726,0.5784341096878052,1.1515084505081177
36,0.5623321533203125,1.1545711755752563,0.5657564997673035,1.156591534614563
37,0.625,1.0478098392486572,0.5672889351844788,1.1562325954437256
38,0.5651916265487671,1.143604040145874,0.5557258129119873,1.1774426698684692
39,0.5625,1.0944761037826538,0.5564224123954773,1.1742541790008545
40,0.5696202516555786,1.1374871730804443,0.5578155517578125,1.2090853452682495
41,0.59375,1.0409133434295654,0.5551685690879822,1.2184118032455444
42,0.569934070110321,1.1325279474258423,0.5111451745033264,1.31048583984375
43,0.5,1.139181137084961,0.5146280527114868,1.2997796535491943
44,0.5709105134010315,1.1337510347366333,0.5884647369384766,1.1314302682876587
45,0.53125,1.0896958112716675,0.5895792841911316,1.121191143989563
46,0.5732468366622925,1.1228220462799072,0.5073836445808411,1.3514539003372192
47,0.59375,1.2014310359954834,0.5097520351409912,1.34453284740448
48,0.5739442706108093,1.1189451217651367,0.5670102834701538,1.1824432611465454
49,0.59375,1.0390005111694336,0.5689607262611389,1.175118088722229
50,0.5775359869003296,1.1151095628738403,0.5650599002838135,1.196034550666809
51,0.46875,1.3999900817871094,0.5639454126358032,1.1983661651611328
52,0.5813021063804626,1.1094646453857422,0.5884647369384766,1.13272225856781
53,0.5625,1.0457537174224854,0.5887433886528015,1.1233209371566772
54,0.5831502676010132,1.1032660007476807,0.5959877371788025,1.1010445356369019
55,0.59375,1.0482292175292969,0.5951518416404724,1.1049052476882935
56,0.5831502676010132,1.1010884046554565,0.5901365280151367,1.14498770236969
57,0.59375,1.0721330642700195,0.5906937718391418,1.1405677795410156
58,0.5825923085212708,1.0964105129241943,0.5918083190917969,1.118657112121582
59,0.625,1.0826570987701416,0.5929228067398071,1.1142690181732178
60,0.5863584280014038,1.0960314273834229,0.6032320857048035,1.0810145139694214
61,0.5625,1.2820826768875122,0.6037893295288086,1.078201174736023
62,0.5880671143531799,1.0868889093399048,0.5838673710823059,1.1311227083206177
63,0.625,1.0107502937316895,0.5802451968193054,1.1392548084259033
64,0.5898455381393433,1.0856369733810425,0.601142406463623,1.0796222686767578
65,0.46875,1.2648423910140991,0.6028141379356384,1.0792299509048462
66,0.5903685688972473,1.0837185382843018,0.5894399285316467,1.135640263557434
67,0.71875,0.9599131345748901,0.5902758240699768,1.1372413635253906
68,0.5912752151489258,1.07669997215271,0.5732794404029846,1.1831284761428833
69,0.53125,1.0377439260482788,0.5725829005241394,1.1799861192703247
70,0.5896362662315369,1.0809941291809082,0.5675675868988037,1.1882808208465576
71,0.65625,0.7183324098587036,0.5658957958221436,1.1917752027511597
72,0.5955643653869629,1.0793941020965576,0.5787127614021301,1.1594161987304688
73,0.53125,1.188126564025879,0.5803844928741455,1.1551176309585571
74,0.6093385219573975,1.0398389101028442,0.6206464171409607,1.0343812704086304
75,0.59375,1.1543635129928589,0.6202284693717957,1.0348455905914307
76,0.6155107021331787,1.0208044052124023,0.622596800327301,1.0325089693069458
77,0.71875,0.832863986492157,0.6231541037559509,1.0323727130889893
78,0.6173588633537292,1.0179258584976196,0.6297018527984619,1.022921085357666
79,0.65625,1.023366093635559,0.6299805045127869,1.0228049755096436
80,0.6175332069396973,1.015354871749878,0.6322095394134521,1.022468090057373
81,0.6875,0.8670059442520142,0.6320702433586121,1.0222769975662231
82,0.617114782333374,1.0147188901901245,0.6270548701286316,1.0267409086227417
83,0.4375,1.1926872730255127,0.6266369223594666,1.0270190238952637
84,0.6222059726715088,1.0084518194198608,0.6234326958656311,1.0289206504821777
85,0.59375,1.0811676979064941,0.623711347579956,1.028883934020996
86,0.6191372871398926,1.0086370706558228,0.6269155740737915,1.029868245124817
87,0.53125,0.9346252679824829,0.6263583302497864,1.0296441316604614
88,0.6227290034294128,1.0117113590240479,0.6234326958656311,1.0300853252410889
89,0.71875,0.8606784343719482,0.623572051525116,1.0298594236373901
90,0.6206367611885071,1.0054762363433838,0.6276121735572815,1.0306949615478516
91,0.71875,0.9024206399917603,0.6270548701286316,1.0305029153823853
92,0.6199044585227966,1.0074267387390137,0.6288659572601318,1.0208702087402344
93,0.75,0.916825532913208,0.6285873651504517,1.0207130908966064
94,0.6207413673400879,1.0055783987045288,0.6269155740737915,1.0239375829696655
95,0.65625,1.0013108253479004,0.6269155740737915,1.0240330696105957
96,0.625797688961029,0.9984655976295471,0.6319308876991272,1.0238195657730103
97,0.65625,0.8817629218101501,0.6315129399299622,1.0237550735473633
98,0.6214736700057983,1.0013164281845093,0.6308164000511169,1.021715521812439
99,0.65625,0.8674848675727844,0.6313736438751221,1.0219601392745972
